16,Game,Apex Legends,Apex Legends,"Conquer with character in Apex Legends, a free-to-play Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience -- all within a rugged world where anything goes. 
<p>
Experience a brand-new array of innovative features that level-up the Battle Royale genre, including Respawn Beacons, Smart Comms, Intelligent Inventory, and an all-new way to drop into the action with Jumpmaster deployment. Choose your Legend and combine their unique skills together with other players to form the ultimate crew. Use your abilities -- and your wits -- to make strategic calls on the fly, adapting your crew's strengths to meet new challenges as the match evolves. Drop in and loot up with a host of powerful weapons, diverse attachments, and useful armor to protect you in battle. After the battle, collect a wealth of cosmetic options for personalizing your character and weapons, and unlock new ways to show off during the match. ","Conquer with character in Apex Legends, a free-to-play Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. ",2019-02-04 01:00:30.682-08,2019-02-22 14:42:34.89-08,https://www.ign.com/articles/2019/02/22/buy-apex-legends-coins-cheap,9,apex-legends,"{Battle Royale,Shooter}",{Respawn Entertainment},{Electronic Arts},{},"{US, AU, UK, JP}"
17,Game,Asgard’s Wrath,Asgard’s Wrath,"Become the next great Asgardian god! Earn your place among the gods and prove your mettle in this Norse-inspired action-adventure RPG. Use your powers to complete Loki’s tests of worthiness by helping preordained Heroes of the Realms fulfill their destinies. Sharpen your swordplay and bring your own fighting style into the fray with next-level combat. Possess different classes of mortal heroes, solve larger-than-life puzzles, and transform animals into warrior companions that you lead into battle. Answer the call, Asgardian. God-scale VR awaits! ",Earn your place among the gods and prove your mettle in this Norse-inspired action adventure. Use your powers to complete Loki’s tests of worthiness by helping preordained Heroes of the Realms fulfill their destinies.,2019-09-25 11:49:06.167-07,2019-10-10 16:30:05.571-07,https://www.ign.com/articles/2019/10/10/asgards-wrath-review,9.4,asgards-wrath,{RPG},{Sanzaru Games},{Oculus Studios},{},"{US, AU, UK, JP}"
18,Game,Assassin's Creed Odyssey: Legacy of the First Blade -- Episode 1: Hunted,Assassin's Creed Odyssey: Hunted DLC,"Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history! Discover new stories and enemies as you upgrade your Spartan hero with enhanced gear and brand new abilities. Upgrade your Spartan hero and boost your legend with enhanced gear and brand-new abilities. Combat new and unrelenting enemies on land and sea as you journey through Ancient Greece. Explore the world and uncover new revelations about the origins of the Assassin's Brotherhood. ","Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history!",2018-12-04 15:44:35.613-08,2020-01-07 15:06:20.008-08,https://www.ign.com/articles/2018/12/03/assassins-creed-odyssey-dlc-a-legacy-of-the-first-blade-hunted-review,7,assassins-creed-odyssey-legacy-of-the-first-blade-episode-1-hunted,{Action},{},{Ubisoft},{},"{US, AU, UK, JP}"
19,Game,Assassin's Creed Odyssey: Legacy of the First Blade -- Episode 2: Shadow Heritage,Assassin's Creed Odyssey: Shadow Heritage DLC,"Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history! Discover new stories and enemies as you upgrade your Spartan hero with enhanced gear and brand new abilities. Upgrade your Spartan hero and boost your legend with enhanced gear and brand-new abilities. Combat new and unrelenting enemies on land and sea as you journey through Ancient Greece. Explore the world and uncover new revelations about the origins of the Assassin's Brotherhood. ","Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history!",2018-12-04 15:44:40.526-08,2020-01-07 15:06:22.815-08,https://www.ign.com/articles/2019/01/14/assassins-creed-odyssey-dlc-a-legacy-of-the-first-blade-shadow-heritage-review,7,assassins-creed-odyssey-legacy-of-the-first-blade-episode-2,{Action},{},{Ubisoft},{},"{US, AU, UK, JP}"
20,Game,Assassin's Creed Odyssey: Legacy of the First Blade -- Episode 3: Bloodline,Assassin's Creed Odyssey: Bloodline DLC,"Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history! Discover new stories and enemies as you upgrade your Spartan hero with enhanced gear and brand new abilities. Upgrade your Spartan hero and boost your legend with enhanced gear and brand-new abilities. Combat new and unrelenting enemies on land and sea as you journey through Ancient Greece. Explore the world and uncover new revelations about the origins of the Assassin's Brotherhood. ","Continue your odyssey in Assassin's Creed Odyssey: Legacy of the First Blade, a 3-part DLC expansion series. Encounter the legend who first wielded the assassin's Hidden Blade and change the course of history!",2018-12-04 15:44:46.568-08,2020-01-07 15:06:25.266-08,https://www.ign.com/articles/2019/03/04/assassins-creed-odyssey-dlc-a-legacy-of-the-first-blade-bloodline-review,8,assassins-creed-odyssey-legacy-of-the-first-blade-episode-3,"{DLC / Expansion,Action}",{},{Ubisoft},{},"{US, AU, UK, JP}"
21,Game,Astral Chain,Astral Chain,"Humanity’s last chance against an interdimensional invasion is a special living weapon called the Legion. As a rookie officer in the elite police task force Neuron, you and your Legion will work together to solve cases and save humankind.
<p>
In the action-packed game Astral Chain from PlatinumGames, you are part of a police special forces unit in a multi-cultural futuristic city. Players work together with a special living weapon, the Legion, in a synergetic action system of battle and exploration. Astral Chain game gives you full control over two characters at once for thrilling Synergetic Action. Alternate between several Legion types and skills to save the world your way. ","In the action-packed game Astral Chain from PlatinumGames, you are part of a police special forces unit in a multi-cultural futuristic city. Players work together with a special living weapon, the Legion, in a synergetic action system of battle and exploration. ",2019-02-13 14:34:32.784-08,2019-09-13 16:43:43.884-07,https://www.ign.com/articles/2019/08/26/astral-chain-review,9,astral-chain,{Action},{PlatinumGames},{Nintendo},{},"{US, AU, UK, JP}"
22,Game,Atlas,Atlas,,,2018-12-06 19:29:19.791-08,2019-09-27 16:53:11.423-07,https://www.ign.com/articles/2019/01/18/atlas-early-access-review,4.8,atlas,"{Action,RPG}","{Instinct Games,Grapeshot Games}",{Grapeshot Games},{},"{US, AU, UK, JP}"
23,Comic,Batman & the Outsiders [2019],Batman & the Outsiders,"Several years ago Batman personally put the Barrera family into hiding after they suffered through terrible experiments at the hands of an organization called the Ark. Now all but one of them has turned up dead...and Batman needs to locate Sofia Barrera before the wrong people get their hands on her—and her surprising power! But it wouldn’t be Batman without a hidden agenda, would it? And when Black Lightning, Katana, the Signal and Orphan find out what Batman is really up to, their every loyalty will be called into question!","Several years ago Batman personally put the Barrera family into hiding after they suffered through terrible experiments at the hands of an organization called the Ark. Now all but one of them has turned up dead...and Batman needs to locate Sofia Barrera before the wrong people get their hands on her—and her surprising power! But it wouldn’t be Batman without a hidden agenda, would it? And when Black Lightning, Katana, the Signal and Orphan find out what Batman is really up to, their every loyalty will be called into question!",2019-05-07 15:09:53.918-07,2019-05-07 15:11:15.428-07,https://www.ign.com/articles/2019/05/08/characters-are-key-in-dcs-new-outsiders-series-batman-and-the-outsiders-1-review,7.5,batman-the-outsiders-2019,{},{},{DC Comics},{},
24,Movie,Batman vs. Teenage Mutant Ninja Turtles,Batman vs. Teenage Mutant Ninja Turtles,Batman vs. Teenage Mutant Ninja Turtles finds Gotham City reaching new levels of danger when Shredder joins forces with Ra's al Ghul to enact a nefarious plan – leading to the team-up of the Dark Knight and the Turtles to combat the combined might of the Foot Clan and League of Assassins!,Batman vs. Teenage Mutant Ninja Turtles finds Gotham City reaching new levels of danger when Shredder joins forces with Ra's al Ghul to enact a nefarious plan – leading to the team-up of the Dark Knight and the Turtles to combat the combined might of the Foot Clan and League of Assassins!,2019-03-14 16:11:54.337-07,2019-05-15 13:14:40.37-07,https://www.ign.com/articles/2019/05/15/batman-vs-teenage-mutant-ninja-turtles-review,8.2,batman-vs-teenage-mutant-ninja-turtles,{Animation},{},{Warner Home Video},{},
25,Comic,Batman: Curse of the White Knight,Batman: Curse of the White Knight,"Written and drawn by Sean Gordon Murphy, Batman: Curse of the White Knight, is published as part of the mature readers-focused DC Black Label imprint.","Written and drawn by Sean Gordon Murphy, Batman: Curse of the White Knight, is published as part of the mature readers-focused DC Black Label imprint.",2018-09-27 14:26:10.246-07,2019-07-24 09:48:05.657-07,https://www.ign.com/articles/2019/07/24/batman-white-knight-gets-a-worthy-sequel-batman-curse-of-the-white-knight-1-review,8.7,batman-curse-of-the-white-knight,{},{},{DC Comics},{},
26,Comic,Batman: Damned,Batman: Damned,"DC BLACK LABEL, the highly anticipated new imprint from DC Comics, starts here!

<p>The Joker is dead.
 
<p>There is no doubt about that. But whether Batman finally snapped his scrawny neck or some other sinister force in Gotham City did the deed is still a mystery.Problem is, Batman can’t remember…and the more he digs into this labyrinthian case, the more his mind starts to doubt everything he’s uncovering. 

<p>So who better to set him straight than…John Constantine? Problem with that is as much as John loves a good mystery, he loves messing with people’s heads even more. So with John’s “help,” the pair will delve into the sordid underbelly of Gotham as they race toward the mind-blowing truth of who murdered The Joker.

<p>BATMAN: DAMNED is a bimonthly super-natural horror story told by two of comics’ greatest modern creators—a visceral thrill-ride that proudly puts the “black” in BLACK LABEL.","DC BLACK LABEL, the highly anticipated new imprint from DC Comics, starts here!

<p>The Joker is dead.
 
<p>There is no doubt about that. But whether Batman finally snapped his scrawny neck or some other sinister force in Gotham City did the deed is still a mystery.Problem is, Batman can’t remember…and the more he digs into this labyrinthian case, the more his mind starts to doubt everything he’s uncovering. 

<p>So who better to set him straight than…John Constantine? Problem with that is as much as John loves a good mystery, he loves messing with people’s heads even more. So with John’s “help,” the pair will delve into the sordid underbelly of Gotham as they race toward the mind-blowing truth of who murdered The Joker.

<p>BATMAN: DAMNED is a bimonthly super-natural horror story told by two of comics’ greatest modern creators—a visceral thrill-ride that proudly puts the “black” in BLACK LABEL.",2018-09-18 11:19:57.97-07,2018-09-18 11:20:47.647-07,https://www.ign.com/articles/2019/06/26/batman-damned-reaches-mind-bending-conclusion-batman-damned-3-review,8.2,batman-damned,{},{},{DC Comics},{},
27,Movie,Batman: Hush,Batman: Hush,"Inspired by the seminal DC classic, Batman: Hush centers on a mysterious new villain known only as Hush, who uses a rogues' gallery of villains to destroy Batman’s crime-fighting career as well as Bruce Wayne’s personal life ... which has been further complicated by a relationship with Selina Kyle (aka Catwoman.) ","Inspired by the seminal DC classic, Batman: Hush centers on a mysterious new villain known only as Hush, who uses a rogues' gallery of villains to destroy Batman’s crime-fighting career as well as Bruce Wayne’s personal life. ",2019-03-27 00:48:52.342-07,2019-08-06 11:09:06.862-07,https://www.ign.com/articles/2019/07/19/batman-hush-movie-review,7.8,batman-hush,"{Animation,Super-Hero,Action}",{},{Warner Home Video},{DC Comics},
28,Comic,Batman: Last Knight on Earth,Batman: Last Knight on Earth,"Bruce Wayne wakes up in Arkham Asylum. Young. Sane. And...he was never Batman.  So begins this sprawling tale of the Dark Knight as he embarks on a quest through a devastated DC landscape featuring a massive cast of familiar faces from the DC Universe. As he tries to piece together the mystery of his past, he must unravel the cause of this terrible future and track down the unspeakable force that destroyed the world as he knew it…","Bruce Wayne wakes up in Arkham Asylum. Young. Sane. And...he was never Batman.  So begins this sprawling tale of the Dark Knight as he embarks on a quest through a devastated DC landscape featuring a massive cast of familiar faces from the DC Universe. As he tries to piece together the mystery of his past, he must unravel the cause of this terrible future and track down the unspeakable force that destroyed the world as he knew it…",2019-05-28 10:03:45.23-07,2019-05-28 10:04:22.476-07,https://www.ign.com/articles/2019/07/31/batman-and-joker-explore-a-surreal-fascinating-dc-universe-batman-last-knight-on-earth-2-review,8.9,batman-last-knight-on-earth,{},{},{DC Comics},{},
29,Comic,Batman/Superman [2019 - Current],Batman/Superman,"Up in the sky, in the dark of the night, trust no one—for the Secret Six walk among us. Spinning out of the devastating events of the Batman Who Laughs, Superman and Batman are together once more in an all-new monthly series—and they’re facing a terrifying new threat that could strike from anywhere. The Dark Knight and the Man of Steel must journey into the depths of Gotham City to learn which of their fellow heroes has been transformed into the horrifying horseman of their most dangerous and deranged foe ever.","Up in the sky, in the dark of the night, trust no one—for the Secret Six walk among us. Spinning out of the devastating events of the Batman Who Laughs, Superman and Batman are together once more in an all-new monthly series—and they’re facing a terrifying new threat that could strike from anywhere. The Dark Knight and the Man of Steel must journey into the depths of Gotham City to learn which of their fellow heroes has been transformed into the horrifying horseman of their most dangerous and deranged foe ever.",2019-08-28 14:09:22.826-07,2019-10-23 10:03:46.234-07,https://www.ign.com/articles/2019/08/28/batmansuperman-1-review-2,9,batman-superman-2019,{},{},{DC Comics},{},
30,Show,Batwoman,Batwoman,"Kate Kane (Ruby Rose) never planned to be Gotham’s new vigilante. Three years after Batman mysteriously disappeared, Gotham is a city in despair. Without the Caped Crusader, the Gotham City Police Department was overrun and outgunned by criminal gangs. Enter Jacob Kane (Dougray Scott) and his military-grade Crows Private Security, which now protects the city with omnipresent firepower and militia. Years before, Jacob’s first wife and daughter were killed in the crossfire of Gotham crime. He sent his only surviving daughter, Kate Kane, away from Gotham for her safety. After a dishonorable discharge from military school and years of brutal survival training, Kate returns home when the Alice in Wonderland gang targets her father and his security firm, by kidnapping his best Crow officer Sophie Moore (Meagan Tandy). Although remarried to wealthy socialite Catherine Hamilton-Kane (Elizabeth Anweis), who bankrolls the Crows, Jacob is still struggling with the family he lost, while keeping Kate –– the daughter he still has –– at a distance. But Kate is a woman who’s done asking for permission. In order to help her family and her city, she’ll have to become the one thing her father loathes –– a dark knight vigilante. With the help of her compassionate stepsister, Mary (Nicole Kang), and the crafty Luke Fox (Camrus Johnson), the son of Wayne Enterprises’ tech guru Lucius Fox, Kate Kane continues the legacy of her missing cousin, Bruce Wayne, as Batwoman. Still holding a flame for her ex-girlfriend, Sophie, Kate uses everything in her power to combat the dark machinations of the psychotic Alice (Rachel Skarsten), who’s always somewhere slipping between sane and insane. Armed with a passion for social justice and a flair for speaking her mind, Kate soars through the shadowed streets of Gotham as Batwoman. But don’t call her a hero yet. In a city desperate for a savior, she must first overcome her own demons before embracing the call to be Gotham’s symbol of hope.","Expanding upon her introduction into the ""Arrowverse"", Batwoman is a TV series following crimefighter Kate Kane, better known by her hero alias Batwoman. ",2018-07-17 16:06:58.363-07,2020-01-15 11:54:43.638-08,https://www.ign.com/articles/2020/02/17/batwoman-season-1-episode-12-take-your-choice-review,9,batwoman,{Action-Adventure},{},{The CW},{},
31,Comic,Berserker Unbound,Berserker Unbound,"A merciless sword and sorcery warrior finds himself blasted through a wormhole to a modern-day metropolis where he must protect those around him from an evil wizard determined to send him to hell. From the Eisner Award-winning team of Jeff Lemire, Mike Deodato Jr., and Frank Martin comes this urban warrior fantasy series!","A merciless sword and sorcery warrior finds himself blasted through a wormhole to a modern-day metropolis where he must protect those around him from an evil wizard determined to send him to hell. From the Eisner Award-winning team of Jeff Lemire, Mike Deodato Jr., and Frank Martin comes this urban warrior fantasy series!",2019-08-06 11:25:14.252-07,2019-08-08 13:54:21.517-07,https://www.ign.com/articles/2019/08/07/this-barbarian-hero-will-give-you-deja-vu-berserker-unbound-1-review,6.6,berserker-unbound,{Action},{},{Dark Horse},{},
32,Movie,Between Two Ferns: The Movie,Between Two Ferns: The Movie,"Zach Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show ""Between Two Ferns"" and uploaded it to Funny Or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation. Directed by Scott Aukerman, Between Two Ferns: The Movie  is a laugh-out-loud comedy that gives new insight into the curmudgeonly, beloved outsider Zach Galifianakis has created over the years. ",Zach Galifianakis attempts to restore his reputation in a series of high-profile celebrity interviews.,2019-05-24 12:39:27.691-07,2019-09-20 15:25:24.831-07,https://www.ign.com/articles/2019/09/20/between-two-ferns-netflix-movie-review,7,between-two-ferns-the-movie,{Comedy},{},{Netflix},{},
33,Game,Big Bash Boom,Big Bash Boom,"Developed in collaboration with Cricket Australia, Big Bash Boom is the perfect cricket game for the whole family, mixing all the big hitting thrills of T20 cricket with instantly accessible arcade action. Anyone, anywhere, will be able to jump in and be hitting the ball like a pro with Big Bash Boom! T20 cricket is known for its relentless action, free-flowing sixes, and dramatic run chases. Big Bash Boom ramps up the excitement of the T20 format to 11, with flaming trails when players hit sixes, beachball-sized cricket ball powerups, and a dancing duck, to really rub those out-for-zero failures in and give you the ultimate last word when playing a friend.

All BBL and WBBL teams will be present and fully licensed in the game, with even the club mascots putting in an appearance! Players will also be able to earn additional hilarious items to bling out their teams and really show their competition who’s boss. Ever wanted to know what it’s like to play cricket with a potato as the ball? Big Bash Boom has you covered! In addition to all these fun features, players can also earn powerups during play that all but guarantee a massive six out of the park. And don’t worry, Big Bash Boom hasn’t forgotten about the bowlers. T20 is a tough ask for bowlers at the best of times, but they get a fighting chance in Big Bash Boom with a powerup that shrinks the bat to the size of a stump. Good luck hitting that six needed to clinch victory. ","Developed in collaboration with Cricket Australia, Big Bash Boom is the perfect cricket game for the whole family, mixing all the big hitting thrills of T20 cricket with instantly accessible arcade action. ",2018-10-04 12:08:04.265-07,2018-12-12 14:49:56.937-08,https://www.ign.com/articles/2018/12/02/big-bash-boom-review,6,big-bash-boom,{Sports},{Big Ant Studios},{Big Ant Studios},{},"{US, AU, UK, JP}"
